BoroughName,Date,Year,Month,CrimeCount,Population,CrimeRate_per_1000,CrimeRate_per_100k
Barking And Dagenham,2010-04-01,2010,4,1793,182838.0,9.806495367483784,980.6495367483783
Barking And Dagenham,2010-05-01,2010,5,1772,182838.0,9.691639593519946,969.1639593519947
Barking And Dagenham,2010-06-01,2010,6,1895,182838.0,10.364366269593848,1036.4366269593847
Barking And Dagenham,2010-07-01,2010,7,1922,182838.0,10.512037978975924,1051.2037978975925
Barking And Dagenham,2010-08-01,2010,8,1835,182838.0,10.036206915411457,1003.6206915411457
Barking And Dagenham,2010-09-01,2010,9,1740,182838.0,9.516621271289338,951.6621271289339
Barking And Dagenham,2010-10-01,2010,10,1734,182838.0,9.483805335871098,948.3805335871099
Barking And Dagenham,2010-11-01,2010,11,1788,182838.0,9.779148754635251,977.914875463525
Barking And Dagenham,2010-12-01,2010,12,1354,182838.0,7.4054627593826226,740.5462759382623
Barking And Dagenham,2011-01-01,2011,1,1673,187418.0,8.926570553522073,892.6570553522074
Barking And Dagenham,2011-02-01,2011,2,1559,187418.0,8.318304538518179,831.8304538518179
Barking And Dagenham,2011-03-01,2011,3,1800,187418.0,9.604200236903607,960.4200236903606
Barking And Dagenham,2011-04-01,2011,4,1790,187418.0,9.550843568920808,955.0843568920808
Barking And Dagenham,2011-05-01,2011,5,1896,187418.0,10.116424249538465,1011.6424249538464
Barking And Dagenham,2011-06-01,2011,6,1750,187418.0,9.337416896989616,933.7416896989616
Barking And Dagenham,2011-07-01,2011,7,1761,187418.0,9.396109231770694,939.6109231770694
Barking And Dagenham,2011-08-01,2011,8,1840,187418.0,9.817626908834796,981.7626908834798
Barking And Dagenham,2011-09-01,2011,9,1539,187418.0,8.211591202552583,821.1591202552584
Barking And Dagenham,2011-10-01,2011,10,1595,187418.0,8.510388543256251,851.038854325625
Barking And Dagenham,2011-11-01,2011,11,1712,187418.0,9.134661558654985,913.4661558654985
Barking And Dagenham,2011-12-01,2011,12,1640,187418.0,8.750493549178842,875.0493549178841
Barking And Dagenham,2012-01-01,2012,1,1727,190949.0,9.044299786854081,904.4299786854082
Barking And Dagenham,2012-02-01,2012,2,1556,190949.0,8.148772708943225,814.8772708943226
Barking And Dagenham,2012-03-01,2012,3,1874,190949.0,9.81413885383008,981.413885383008
Barking And Dagenham,2012-04-01,2012,4,1548,190949.0,8.106876705298273,810.6876705298273
Barking And Dagenham,2012-05-01,2012,5,1642,190949.0,8.599154748126463,859.9154748126463
Barking And Dagenham,2012-06-01,2012,6,1549,190949.0,8.112113705753892,811.2113705753892
Barking And Dagenham,2012-07-01,2012,7,1586,190949.0,8.305882722611797,830.5882722611797
Barking And Dagenham,2012-08-01,2012,8,1510,190949.0,7.90787068798475,790.787068798475
Barking And Dagenham,2012-09-01,2012,9,1438,190949.0,7.530806655180179,753.0806655180179
Barking And Dagenham,2012-10-01,2012,10,1574,190949.0,8.243038717144369,824.3038717144368
Barking And Dagenham,2012-11-01,2012,11,1744,190949.0,9.133328794599606,913.3328794599605
Barking And Dagenham,2012-12-01,2012,12,1582,190949.0,8.284934720789321,828.4934720789321
Barking And Dagenham,2013-01-01,2013,1,1776,194741.0,9.119805279833214,911.9805279833215
Barking And Dagenham,2013-02-01,2013,2,1710,194741.0,8.78089359713671,878.089359713671
Barking And Dagenham,2013-03-01,2013,3,1668,194741.0,8.565222526329844,856.5222526329843
Barking And Dagenham,2013-04-01,2013,4,1502,194741.0,7.71280829409318,771.280829409318
Barking And Dagenham,2013-05-01,2013,5,1497,194741.0,7.687133166616173,768.7133166616172
Barking And Dagenham,2013-06-01,2013,6,1370,194741.0,7.034984928700171,703.4984928700171
Barking And Dagenham,2013-07-01,2013,7,1603,194741.0,8.23144586912874,823.144586912874
Barking And Dagenham,2013-08-01,2013,8,1392,194741.0,7.147955489599006,714.7955489599005
Barking And Dagenham,2013-09-01,2013,9,1352,194741.0,6.942554469782943,694.2554469782942
Barking And Dagenham,2013-10-01,2013,10,1532,194741.0,7.866859058955227,786.6859058955228
Barking And Dagenham,2013-11-01,2013,11,1566,194741.0,8.041449925798881,804.1449925798881
Barking And Dagenham,2013-12-01,2013,12,1334,194741.0,6.850124010865715,685.0124010865713
Barking And Dagenham,2014-01-01,2014,1,1441,198683.0,7.252759420785875,725.2759420785875
Barking And Dagenham,2014-02-01,2014,2,1396,198683.0,7.026267974612826,702.6267974612825
Barking And Dagenham,2014-03-01,2014,3,1655,198683.0,8.329852075919932,832.9852075919932
Barking And Dagenham,2014-04-01,2014,4,1356,198683.0,6.824942244681226,682.4942244681225
Barking And Dagenham,2014-05-01,2014,5,1395,198683.0,7.021234831364535,702.1234831364535
Barking And Dagenham,2014-06-01,2014,6,1433,198683.0,7.212494274799555,721.2494274799556
Barking And Dagenham,2014-07-01,2014,7,1512,198683.0,7.610112591414465,761.0112591414464
Barking And Dagenham,2014-08-01,2014,8,1412,198683.0,7.106798266585465,710.6798266585465
Barking And Dagenham,2014-09-01,2014,9,1481,198683.0,7.454085150717475,745.4085150717475
Barking And Dagenham,2014-10-01,2014,10,1484,198683.0,7.469184580462344,746.9184580462345
Barking And Dagenham,2014-11-01,2014,11,1681,198683.0,8.460713800375473,846.0713800375472
Barking And Dagenham,2014-12-01,2014,12,1438,198683.0,7.237659991041005,723.7659991041005
Barking And Dagenham,2015-01-01,2015,1,1473,202368.0,7.278818785578748,727.8818785578748
Barking And Dagenham,2015-02-01,2015,2,1337,202368.0,6.606775774826059,660.6775774826059
Barking And Dagenham,2015-03-01,2015,3,1679,202368.0,8.296766287160025,829.6766287160025
Barking And Dagenham,2015-04-01,2015,4,1410,202368.0,6.967504743833017,696.7504743833017
Barking And Dagenham,2015-05-01,2015,5,1569,202368.0,7.753202087286527,775.3202087286527
Barking And Dagenham,2015-06-01,2015,6,1489,202368.0,7.3578826691967105,735.7882669196711
Barking And Dagenham,2015-07-01,2015,7,1663,202368.0,8.217702403542063,821.7702403542062
Barking And Dagenham,2015-08-01,2015,8,1516,202368.0,7.491302972802024,749.1302972802024
Barking And Dagenham,2015-09-01,2015,9,1527,202368.0,7.545659392789374,754.5659392789374
Barking And Dagenham,2015-10-01,2015,10,1497,202368.0,7.397414611005693,739.7414611005693
Barking And Dagenham,2015-11-01,2015,11,1632,202368.0,8.064516129032258,806.4516129032259
Barking And Dagenham,2015-12-01,2015,12,1607,202368.0,7.940978810879191,794.0978810879191
Barking And Dagenham,2016-01-01,2016,1,1556,206849.0,7.522395563913773,752.2395563913774
Barking And Dagenham,2016-02-01,2016,2,1544,206849.0,7.46438223051598,746.438223051598
Barking And Dagenham,2016-03-01,2016,3,1691,206849.0,8.175045564638939,817.504556463894
Barking And Dagenham,2016-04-01,2016,4,1465,206849.0,7.082461118980512,708.2461118980513
Barking And Dagenham,2016-05-01,2016,5,1709,206849.0,8.262065564735629,826.2065564735628
Barking And Dagenham,2016-06-01,2016,6,1599,206849.0,7.730276675255864,773.0276675255864
Barking And Dagenham,2016-07-01,2016,7,1648,206849.0,7.967164453296849,796.716445329685
Barking And Dagenham,2016-08-01,2016,8,1467,206849.0,7.092130007880145,709.2130007880145
Barking And Dagenham,2016-09-01,2016,9,1485,206849.0,7.179150007976833,717.9150007976833
Barking And Dagenham,2016-10-01,2016,10,1467,206849.0,7.092130007880145,709.2130007880145
Barking And Dagenham,2016-11-01,2016,11,1458,206849.0,7.0486200078318,704.86200078318
Barking And Dagenham,2016-12-01,2016,12,1446,206849.0,6.990606674434007,699.0606674434007
Barking And Dagenham,2017-01-01,2017,1,1491,210513.0,7.082697980647276,708.2697980647276
Barking And Dagenham,2017-02-01,2017,2,1556,210513.0,7.391467510320028,739.1467510320027
Barking And Dagenham,2017-03-01,2017,3,1710,210513.0,8.123013780621624,812.3013780621625
Barking And Dagenham,2017-04-01,2017,4,1596,210513.0,7.581479528580182,758.1479528580182
Barking And Dagenham,2017-05-01,2017,5,1842,210513.0,8.750053440880135,875.0053440880135
Barking And Dagenham,2017-06-01,2017,6,1652,210513.0,7.8474963541444,784.74963541444
Barking And Dagenham,2017-07-01,2017,7,1826,210513.0,8.674048633576074,867.4048633576074
Barking And Dagenham,2017-08-01,2017,8,1687,210513.0,8.013756870122036,801.3756870122036
Barking And Dagenham,2017-09-01,2017,9,1619,210513.0,7.690736439079772,769.0736439079772
Barking And Dagenham,2017-10-01,2017,10,1755,210513.0,8.336777301164298,833.6777301164299
Barking And Dagenham,2017-11-01,2017,11,1609,210513.0,7.643233434514734,764.3233434514733
Barking And Dagenham,2017-12-01,2017,12,1567,210513.0,7.44372081534157,744.372081534157
Barking And Dagenham,2018-01-01,2018,1,1658,212773.0,7.792342073477368,779.2342073477369
Barking And Dagenham,2018-02-01,2018,2,1573,212773.0,7.392855296489686,739.2855296489686
Barking And Dagenham,2018-03-01,2018,3,1735,212773.0,8.154230094983856,815.4230094983857
Barking And Dagenham,2018-04-01,2018,4,1534,212773.0,7.209561363518867,720.9561363518867
Barking And Dagenham,2018-05-01,2018,5,1586,212773.0,7.453953274146626,745.3953274146626
Barking And Dagenham,2018-06-01,2018,6,1655,212773.0,7.77824254017192,777.8242540171921
Barking And Dagenham,2018-07-01,2018,7,1723,212773.0,8.097831961762065,809.7831961762065
Barking And Dagenham,2018-08-01,2018,8,1520,212773.0,7.143763541426779,714.3763541426779
Barking And Dagenham,2018-09-01,2018,9,1579,212773.0,7.421054363100581,742.1054363100582
Barking And Dagenham,2018-10-01,2018,10,1695,212773.0,7.966236317577888,796.6236317577888
Barking And Dagenham,2018-11-01,2018,11,1679,212773.0,7.891038806615501,789.1038806615501
Barking And Dagenham,2018-12-01,2018,12,1707,212773.0,8.022634450799679,802.2634450799678
Barking And Dagenham,2019-01-01,2019,1,1714,214858.0,7.977361792439658,797.7361792439658
Barking And Dagenham,2019-02-01,2019,2,1666,214858.0,7.7539584283573335,775.3958428357334
Barking And Dagenham,2019-03-01,2019,3,1749,214858.0,8.140260078749685,814.0260078749686
Barking And Dagenham,2019-04-01,2019,4,1724,214858.0,8.023904159956809,802.3904159956809
Barking And Dagenham,2019-05-01,2019,5,1884,214858.0,8.768582040231223,876.8582040231222
Barking And Dagenham,2019-06-01,2019,6,1752,214858.0,8.154222789004832,815.4222789004831
Barking And Dagenham,2019-07-01,2019,7,1847,214858.0,8.596375280417764,859.6375280417765
Barking And Dagenham,2019-08-01,2019,8,1583,214858.0,7.3676567779649815,736.7656777964982
Barking And Dagenham,2019-09-01,2019,9,1692,214858.0,7.874968583901926,787.4968583901925
Barking And Dagenham,2019-10-01,2019,10,1855,214858.0,8.633609174431484,863.3609174431485
Barking And Dagenham,2019-11-01,2019,11,1724,214858.0,8.023904159956809,802.3904159956809
Barking And Dagenham,2019-12-01,2019,12,1762,214858.0,8.200765156521982,820.0765156521982
Barking And Dagenham,2020-01-01,2020,1,1759,218367.0,8.055246442914909,805.524644291491
Barking And Dagenham,2020-02-01,2020,2,1657,218367.0,7.588142897049463,758.8142897049463
Barking And Dagenham,2020-03-01,2020,3,1471,218367.0,6.736365842824236,673.6365842824237
Barking And Dagenham,2020-04-01,2020,4,1305,218367.0,5.976177719160862,597.6177719160862
Barking And Dagenham,2020-05-01,2020,5,1485,218367.0,6.800478094217533,680.0478094217533
Barking And Dagenham,2020-06-01,2020,6,1632,218367.0,7.473656733847148,747.3656733847147
Barking And Dagenham,2020-07-01,2020,7,1707,218367.0,7.817115223454094,781.7115223454093
Barking And Dagenham,2020-08-01,2020,8,1655,218367.0,7.578984003993277,757.8984003993278
Barking And Dagenham,2020-09-01,2020,9,1659,218367.0,7.597301790105648,759.7301790105648
Barking And Dagenham,2020-10-01,2020,10,1722,218367.0,7.885806921375482,788.5806921375483
Barking And Dagenham,2020-11-01,2020,11,1749,218367.0,8.009451977633983,800.9451977633983
Barking And Dagenham,2020-12-01,2020,12,1545,218367.0,7.075244885903089,707.5244885903089
Barking And Dagenham,2021-01-01,2021,1,1427,221495.0,6.44258335402605,644.258335402605
Barking And Dagenham,2021-02-01,2021,2,1466,221495.0,6.618659563421296,661.8659563421296
Barking And Dagenham,2021-03-01,2021,3,1589,221495.0,7.173976839206302,717.3976839206302
Barking And Dagenham,2021-04-01,2021,4,1626,221495.0,7.341023499401793,734.1023499401792
Barking And Dagenham,2021-05-01,2021,5,1705,221495.0,7.697690692792162,769.7690692792162
Barking And Dagenham,2021-06-01,2021,6,1779,221495.0,8.031784013183142,803.1784013183142
Barking And Dagenham,2021-07-01,2021,7,1731,221495.0,7.815074832388993,781.5074832388993
Barking And Dagenham,2021-08-01,2021,8,1652,221495.0,7.458407638998623,745.8407638998623
Barking And Dagenham,2021-09-01,2021,9,1657,221495.0,7.480981511998014,748.0981511998014
Barking And Dagenham,2021-10-01,2021,10,1853,221495.0,8.365877333574122,836.5877333574122
Barking And Dagenham,2021-11-01,2021,11,1745,221495.0,7.878281676787287,787.8281676787286
Barking And Dagenham,2021-12-01,2021,12,1589,221495.0,7.173976839206302,717.3976839206302
Barking And Dagenham,2022-01-01,2022,1,1652,224407.0,7.361624191758724,736.1624191758724
Barking And Dagenham,2022-02-01,2022,2,1611,224407.0,7.178920443658175,717.8920443658175
Barking And Dagenham,2022-03-01,2022,3,1737,224407.0,7.740400254894009,774.0400254894009
Barking And Dagenham,2022-04-01,2022,4,1649,224407.0,7.348255624824537,734.8255624824537
Barking And Dagenham,2022-05-01,2022,5,1715,224407.0,7.642364097376642,764.2364097376642
Barking And Dagenham,2022-06-01,2022,6,1779,224407.0,7.9275601919726215,792.756019197262
Barking And Dagenham,2022-07-01,2022,7,1676,224407.0,7.468572727232217,746.8572727232216
Barking And Dagenham,2022-08-01,2022,8,1785,224407.0,7.954297325840995,795.4297325840994
Barking And Dagenham,2022-09-01,2022,9,1672,224407.0,7.450747971319968,745.0747971319968
Barking And Dagenham,2022-10-01,2022,10,1895,224407.0,8.444478113427834,844.4478113427834
Barking And Dagenham,2022-11-01,2022,11,1892,224407.0,8.431109546493648,843.1109546493648
Barking And Dagenham,2022-12-01,2022,12,1795,224407.0,7.998859215621616,799.8859215621616
Barking And Dagenham,2023-01-01,2023,1,1855,226988.0,8.172238179991894,817.2238179991894
Barking And Dagenham,2023-02-01,2023,2,1736,226988.0,7.647981391086753,764.7981391086753
Barking And Dagenham,2023-03-01,2023,3,1825,226988.0,8.040072602956984,804.0072602956984
Barnet,2010-04-01,2010,4,2365,351438.0,6.729494249341278,672.9494249341278
Barnet,2010-05-01,2010,5,2351,351438.0,6.689657919746868,668.9657919746869
Barnet,2010-06-01,2010,6,2537,351438.0,7.218912012929734,721.8912012929734
Barnet,2010-07-01,2010,7,2468,351438.0,7.022575817071575,702.2575817071574
Barnet,2010-08-01,2010,8,2378,351438.0,6.7664851268218005,676.64851268218
Barnet,2010-09-01,2010,9,2473,351438.0,7.036803077641006,703.6803077641007
Barnet,2010-10-01,2010,10,2589,351438.0,7.366875522851826,736.6875522851826
Barnet,2010-11-01,2010,11,2587,351438.0,7.361184618624053,736.1184618624053
Barnet,2010-12-01,2010,12,2267,351438.0,6.450639942180413,645.0639942180413
Barnet,2011-01-01,2011,1,2628,357653.0,7.347904253564209,734.7904253564209
Barnet,2011-02-01,2011,2,2429,357653.0,6.791499022795838,679.1499022795839
Barnet,2011-03-01,2011,3,2656,357653.0,7.426192426737648,742.6192426737648
Barnet,2011-04-01,2011,4,2612,357653.0,7.303168154607958,730.3168154607959
Barnet,2011-05-01,2011,5,2725,357653.0,7.61911685348648,761.911685348648
Barnet,2011-06-01,2011,6,2695,357653.0,7.53523666794351,753.523666794351
Barnet,2011-07-01,2011,7,2673,357653.0,7.4737245318786645,747.3724531878664
Barnet,2011-08-01,2011,8,2392,357653.0,6.688046793959508,668.8046793959508
Barnet,2011-09-01,2011,9,2244,357653.0,6.274237878614188,627.4237878614188
Barnet,2011-10-01,2011,10,2499,357653.0,6.987219455729436,698.7219455729436
Barnet,2011-11-01,2011,11,2671,357653.0,7.468132519509133,746.8132519509134
Barnet,2011-12-01,2011,12,2447,357653.0,6.841827134121621,684.1827134121621
Barnet,2012-01-01,2012,1,2400,364071.0,6.592120767652463,659.2120767652464
Barnet,2012-02-01,2012,2,2437,364071.0,6.693749296153772,669.3749296153771
Barnet,2012-03-01,2012,3,2798,364071.0,7.685314128288163,768.5314128288164
Barnet,2012-04-01,2012,4,2349,364071.0,6.452038201339849,645.2038201339849
Barnet,2012-05-01,2012,5,2456,364071.0,6.745936918897688,674.5936918897687
Barnet,2012-06-01,2012,6,2560,364071.0,7.031595485495961,703.1595485495961
Barnet,2012-07-01,2012,7,2475,364071.0,6.798124541641603,679.8124541641603
Barnet,2012-08-01,2012,8,2305,364071.0,6.331182653932887,633.1182653932887
Barnet,2012-09-01,2012,9,2235,364071.0,6.1389124648763564,613.8912464876356
Barnet,2012-10-01,2012,10,2652,364071.0,7.284293448255972,728.4293448255972
Barnet,2012-11-01,2012,11,2958,364071.0,8.124788846131661,812.4788846131661
Barnet,2012-12-01,2012,12,2392,364071.0,6.570147031760288,657.0147031760289
Barnet,2013-01-01,2013,1,2532,369203.0,6.858015779936783,685.8015779936783
Barnet,2013-02-01,2013,2,2306,369203.0,6.245886409373705,624.5886409373704
Barnet,2013-03-01,2013,3,2507,369203.0,6.7903023539895395,679.030235398954
Barnet,2013-04-01,2013,4,2144,369203.0,5.80710340923557,580.7103409235569
Barnet,2013-05-01,2013,5,2204,369203.0,5.969615631508953,596.9615631508952
Barnet,2013-06-01,2013,6,2116,369203.0,5.731264372174658,573.1264372174658
Barnet,2013-07-01,2013,7,2249,369203.0,6.091499798213991,609.149979821399
Barnet,2013-08-01,2013,8,1972,369203.0,5.341235038718537,534.1235038718537
Barnet,2013-09-01,2013,9,2073,369203.0,5.6147972795453995,561.47972795454
Barnet,2013-10-01,2013,10,2318,369203.0,6.278388853828382,627.8388853828382
Barnet,2013-11-01,2013,11,2413,369203.0,6.535699872427906,653.5699872427906
Barnet,2013-12-01,2013,12,2380,369203.0,6.446318150177545,644.6318150177544
Barnet,2014-01-01,2014,1,2161,375030.0,5.76220569021145,576.2205690211449
Barnet,2014-02-01,2014,2,2082,375030.0,5.551555875529957,555.1555875529957
Barnet,2014-03-01,2014,3,2307,375030.0,6.1515078793696505,615.150787936965
Barnet,2014-04-01,2014,4,2232,375030.0,5.951523878089753,595.1523878089753
Barnet,2014-05-01,2014,5,2198,375030.0,5.860864464176199,586.0864464176199
Barnet,2014-06-01,2014,6,1987,375030.0,5.2982428072420875,529.8242807242087
Barnet,2014-07-01,2014,7,2229,375030.0,5.943524518038557,594.3524518038557
Barnet,2014-08-01,2014,8,2163,375030.0,5.767538596912247,576.7538596912246
Barnet,2014-09-01,2014,9,2145,375030.0,5.719542436605072,571.9542436605071
Barnet,2014-10-01,2014,10,2365,375030.0,6.306162173692771,630.6162173692771
Barnet,2014-11-01,2014,11,2352,375030.0,6.271498280137589,627.1498280137589
Barnet,2014-12-01,2014,12,2273,375030.0,6.060848465456097,606.0848465456097
Barnet,2015-01-01,2015,1,2360,379806.0,6.213698572429082,621.3698572429082
Barnet,2015-02-01,2015,2,2154,379806.0,5.671316408903492,567.1316408903492
Barnet,2015-03-01,2015,3,2313,379806.0,6.089951185605282,608.9951185605282
Barnet,2015-04-01,2015,4,2219,379806.0,5.842456411957683,584.2456411957684
Barnet,2015-05-01,2015,5,2267,379806.0,5.968836721905394,596.8836721905394
Barnet,2015-06-01,2015,6,2354,379806.0,6.197901033685619,619.7901033685619
Barnet,2015-07-01,2015,7,2433,379806.0,6.405901960474559,640.5901960474558
Barnet,2015-08-01,2015,8,2249,379806.0,5.921444105675002,592.1444105675002
Barnet,2015-09-01,2015,9,2247,379806.0,5.9161782594271815,591.6178259427181
Barnet,2015-10-01,2015,10,2611,379806.0,6.87456227653065,687.456227653065
Barnet,2015-11-01,2015,11,2619,379806.0,6.895625661521935,689.5625661521935
Barnet,2015-12-01,2015,12,2469,379806.0,6.500687192935341,650.0687192935341
Barnet,2016-01-01,2016,1,2432,386198.0,6.2972879196681495,629.7287919668149
Barnet,2016-02-01,2016,2,2285,386198.0,5.9166541514974185,591.6654151497419
Barnet,2016-03-01,2016,3,2463,386198.0,6.377557625881025,637.7557625881025
Barnet,2016-04-01,2016,4,2384,386198.0,6.172999342306278,617.2999342306277
Barnet,2016-05-01,2016,5,2470,386198.0,6.395683043412964,639.5683043412964
Barnet,2016-06-01,2016,6,2379,386198.0,6.16005261549775,616.005261549775
Barnet,2016-07-01,2016,7,2337,386198.0,6.051300110306112,605.1300110306113
Barnet,2016-08-01,2016,8,2372,386198.0,6.14192719796581,614.1927197965811
Barnet,2016-09-01,2016,9,2379,386198.0,6.16005261549775,616.005261549775
Barnet,2016-10-01,2016,10,2350,386198.0,6.084961600008286,608.4961600008286
Barnet,2016-11-01,2016,11,2439,386198.0,6.315413337200089,631.5413337200089
Barnet,2016-12-01,2016,12,2318,386198.0,6.0021025484337045,600.2102548433704
Barnet,2017-01-01,2017,1,2325,391446.0,5.939516561671342,593.9516561671342
Barnet,2017-02-01,2017,2,2251,391446.0,5.750473884009544,575.0473884009544
Barnet,2017-03-01,2017,3,2676,391446.0,6.836191965175273,683.6191965175274
Barnet,2017-04-01,2017,4,2425,391446.0,6.19497963959269,619.497963959269
Barnet,2017-05-01,2017,5,2448,391446.0,6.2537361475146,625.37361475146
Barnet,2017-06-01,2017,6,2410,391446.0,6.156660177904487,615.6660177904488
Barnet,2017-07-01,2017,7,2603,391446.0,6.64970391829269,664.9703918292689
Barnet,2017-08-01,2017,8,2454,391446.0,6.26906393218988,626.9063932189881
Barnet,2017-09-01,2017,9,2372,391446.0,6.059584208294376,605.9584208294375
Barnet,2017-10-01,2017,10,2654,391446.0,6.7799900880325765,677.9990088032577
Barnet,2017-11-01,2017,11,2798,391446.0,7.147856920239318,714.7856920239318
Barnet,2017-12-01,2017,12,2354,391446.0,6.013600854268532,601.3600854268532
Barnet,2018-01-01,2018,1,2533,397049.0,6.3795652425771125,637.9565242577113
Barnet,2018-02-01,2018,2,2351,397049.0,5.921183531503669,592.1183531503668
Barnet,2018-03-01,2018,3,2672,397049.0,6.729647977957381,672.964797795738
Barnet,2018-04-01,2018,4,2603,397049.0,6.555865900682283,655.5865900682284
Barnet,2018-05-01,2018,5,2588,397049.0,6.518087188231175,651.8087188231175
Barnet,2018-06-01,2018,6,2583,397049.0,6.5054942840808065,650.5494284080806
Barnet,2018-07-01,2018,7,2590,397049.0,6.523124349891323,652.3124349891323
Barnet,2018-08-01,2018,8,2463,397049.0,6.203264584471942,620.3264584471942
Barnet,2018-09-01,2018,9,2455,397049.0,6.18311593783135,618.3115937831351
Barnet,2018-10-01,2018,10,2862,397049.0,7.208178335671416,720.8178335671416
Barnet,2018-11-01,2018,11,2907,397049.0,7.32151447302474,732.1514473024739
Barnet,2018-12-01,2018,12,2676,397049.0,6.739722301277676,673.9722301277676
Barnet,2019-01-01,2019,1,2698,402363.0,6.705387920857534,670.5387920857534
Barnet,2019-02-01,2019,2,2847,402363.0,7.075700300474944,707.5700300474945
Barnet,2019-03-01,2019,3,3135,402363.0,7.79147187986967,779.147187986967
Barnet,2019-04-01,2019,4,2795,402363.0,6.9464637653064525,694.6463765306453
Barnet,2019-05-01,2019,5,2810,402363.0,6.983743535066594,698.3743535066594
Barnet,2019-06-01,2019,6,2971,402363.0,7.383879730492118,738.3879730492118
Barnet,2019-07-01,2019,7,3071,402363.0,7.632411528893065,763.2411528893065
Barnet,2019-08-01,2019,8,2592,402363.0,6.441944214552531,644.1944214552531
Barnet,2019-09-01,2019,9,2816,402363.0,6.998655442970651,699.8655442970651
Barnet,2019-10-01,2019,10,2853,402363.0,7.090612208379001,709.0612208379001
Barnet,2019-11-01,2019,11,3117,402363.0,7.7467361561575,774.6736156157499
Barnet,2019-12-01,2019,12,2914,402363.0,7.242216605403578,724.2216605403578
Barnet,2020-01-01,2020,1,2930,407148.0,7.196400326171318,719.6400326171319
Barnet,2020-02-01,2020,2,2831,407148.0,6.953245502863823,695.3245502863823
Barnet,2020-03-01,2020,3,2105,407148.0,5.170110131942193,517.0110131942193
Barnet,2020-04-01,2020,4,1772,407148.0,4.352225726271528,435.2225726271528
Barnet,2020-05-01,2020,5,2144,407148.0,5.265898395669388,526.5898395669388
Barnet,2020-06-01,2020,6,2236,407148.0,5.491860453692515,549.1860453692515
Barnet,2020-07-01,2020,7,2529,407148.0,6.211500486309647,621.1500486309646
Barnet,2020-08-01,2020,8,2612,407148.0,6.415357560395728,641.5357560395728
Barnet,2020-09-01,2020,9,2543,407148.0,6.245886016878384,624.5886016878384
Barnet,2020-10-01,2020,10,2739,407148.0,6.727283444840697,672.7283444840697
Barnet,2020-11-01,2020,11,2705,407148.0,6.643775727745194,664.3775727745193
Barnet,2020-12-01,2020,12,2361,407148.0,5.798874119484807,579.8874119484807
Barnet,2021-01-01,2021,1,2039,411275.0,4.957753328065163,495.7753328065163
Barnet,2021-02-01,2021,2,2068,411275.0,5.02826575892043,502.826575892043
Barnet,2021-03-01,2021,3,2761,411275.0,6.713269710048022,671.3269710048021
Barnet,2021-04-01,2021,4,2430,411275.0,5.9084554130448,590.84554130448
Barnet,2021-05-01,2021,5,2547,411275.0,6.192936599598808,619.2936599598809
Barnet,2021-06-01,2021,6,2666,411275.0,6.482280712418698,648.2280712418698
Barnet,2021-07-01,2021,7,2410,411275.0,5.859826150385994,585.9826150385994
Barnet,2021-08-01,2021,8,2315,411275.0,5.628837152756672,562.8837152756671
Barnet,2021-09-01,2021,9,2472,411275.0,6.01057686462829,601.057686462829
Barnet,2021-10-01,2021,10,2572,411275.0,6.253723177922315,625.3723177922315
Barnet,2021-11-01,2021,11,2478,411275.0,6.0251656434259315,602.5165643425931
Barnet,2021-12-01,2021,12,2394,411275.0,5.8209227402589505,582.0922740258951
Barnet,2022-01-01,2022,1,2522,415041.0,6.0765081040186395,607.6508104018639
Barnet,2022-02-01,2022,2,2355,415041.0,5.674138217670062,567.4138217670061
Barnet,2022-03-01,2022,3,2601,415041.0,6.266850744866169,626.6850744866169
Barnet,2022-04-01,2022,4,2332,415041.0,5.618722005777743,561.8722005777743
Barnet,2022-05-01,2022,5,2696,415041.0,6.495743793986618,649.5743793986619
Barnet,2022-06-01,2022,6,2422,415041.0,5.8355680523129045,583.5568052312904
Barnet,2022-07-01,2022,7,2453,415041.0,5.910259468341682,591.0259468341682
Barnet,2022-08-01,2022,8,2467,415041.0,5.943991075580485,594.3991075580485
Barnet,2022-09-01,2022,9,2465,415041.0,5.939172274546371,593.917227454637
Barnet,2022-10-01,2022,10,2579,415041.0,6.213843933490908,621.3843933490908
Barnet,2022-11-01,2022,11,2700,415041.0,6.505381396054847,650.5381396054847
Barnet,2022-12-01,2022,12,2357,415041.0,5.6789570187041765,567.8957018704176
Barnet,2023-01-01,2023,1,2617,418291.0,6.2564100112122905,625.641001121229
Barnet,2023-02-01,2023,2,2306,418291.0,5.512908477590959,551.290847759096
Barnet,2023-03-01,2023,3,2651,418291.0,6.337693137074429,633.7693137074428
Bexley,2010-04-01,2010,4,1237,230711.0,5.361686265500994,536.1686265500995
Bexley,2010-05-01,2010,5,1320,230711.0,5.721443710963066,572.1443710963066
Bexley,2010-06-01,2010,6,1286,230711.0,5.57407319113523,557.4073191135229
Bexley,2010-07-01,2010,7,1257,230711.0,5.448374806576193,544.8374806576193
Bexley,2010-08-01,2010,8,1306,230711.0,5.660761732210428,566.0761732210428
Bexley,2010-09-01,2010,9,1164,230711.0,5.045273090576522,504.5273090576522
Bexley,2010-10-01,2010,10,1281,230711.0,5.55240105586643,555.240105586643
Bexley,2010-11-01,2010,11,1346,230711.0,5.8341388143608235,583.4138814360824
Bexley,2010-12-01,2010,12,1010,230711.0,4.377771324297498,437.77713242974977
