Date,CrimeCount,Population,CrimeRate_per_1000,CrimeRate_per_100k
2010-04-01,20478,1827845.0,11.285603400658072,1128.5603400658072
2010-05-01,21380,1827845.0,11.781941164975887,1178.1941164975888
2010-06-01,21388,1827845.0,11.747682662116429,1174.7682662116429
2010-07-01,21833,1827845.0,12.014949816355394,1201.4949816355395
2010-08-01,20968,1827845.0,11.568407184480133,1156.8407184480134
2010-09-01,21058,1827845.0,11.62720587562354,1162.720587562354
2010-10-01,21743,1827845.0,11.963290675456859,1196.329067545686
2010-11-01,21046,1827845.0,11.592943390410989,1159.294339041099
2010-12-01,17809,1827845.0,9.922301940980798,992.2301940980799
2011-01-01,20431,1866600.0,11.050882331070108,1105.0882331070109
2011-02-01,19017,1866600.0,10.273813474254435,1027.3813474254437
2011-03-01,21663,1866600.0,11.774343325706273,1177.4343325706272
2011-04-01,20601,1866600.0,11.08704297729783,1108.7042977297829
2011-05-01,22801,1866600.0,12.37437481230797,1237.437481230797
2011-06-01,21684,1866600.0,11.706456645650217,1170.645664565022
2011-07-01,21956,1866600.0,11.791187176736944,1179.1187176736944
2011-08-01,20861,1866600.0,11.268716102378725,1126.8716102378723
2011-09-01,19453,1866600.0,10.468129175756768,1046.8129175756767
2011-10-01,20785,1866600.0,11.154377184595475,1115.4377184595476
2011-11-01,21483,1866600.0,11.6316904849211,1163.16904849211
2011-12-01,19339,1866600.0,10.501673232588308,1050.1673232588307
2012-01-01,20418,1893779.0,10.863495628360925,1086.3495628360924
2012-02-01,18184,1893779.0,9.733829149089358,973.3829149089358
2012-03-01,21870,1893779.0,11.703160680807674,1170.3160680807673
2012-04-01,19808,1893779.0,10.651894609166717,1065.1894609166718
2012-05-01,21336,1893779.0,11.443395865470997,1144.3395865470998
2012-06-01,21097,1893779.0,11.188097931391937,1118.8097931391935
2012-07-01,21212,1893779.0,11.338092775677504,1133.8092775677503
2012-08-01,21516,1893779.0,11.642778199871517,1164.2778199871516
2012-09-01,19064,1893779.0,10.185424768201027,1018.5424768201026
2012-10-01,20746,1893779.0,11.092219765631947,1109.2219765631949
2012-11-01,20649,1893779.0,10.981578428111675,1098.1578428111675
2012-12-01,19706,1893779.0,10.52171771189865,1052.1717711898648
2013-01-01,19936,1925783.0,10.434257478752338,1043.4257478752338
2013-02-01,17932,1925783.0,9.435594560791682,943.5594560791681
2013-03-01,18509,1925783.0,9.623215507054365,962.3215507054365
2013-04-01,18263,1925783.0,9.52894132203768,952.8941322037681
2013-05-01,18937,1925783.0,9.880960969938489,988.0960969938488
2013-06-01,18932,1925783.0,9.82228792240313,982.2287922403129
2013-07-01,20111,1925783.0,10.413127782713312,1041.3127782713314
2013-08-01,19895,1925783.0,10.501821845528742,1050.182184552874
2013-09-01,18624,1925783.0,9.70606526861085,970.6065268610848
2013-10-01,19681,1925783.0,10.261257660042975,1026.1257660042975
2013-11-01,18905,1925783.0,9.866226123126605,986.6226123126606
2013-12-01,17258,1925783.0,9.021972618656301,902.1972618656301
2014-01-01,18143,1961488.0,9.317861671694319,931.7861671694318
2014-02-01,16552,1961488.0,8.516572235987415,851.6572235987414
