loss,mae,val_loss,val_mae,learning_rate
0.3778613209724426,0.18254052102565765,0.3037697970867157,0.15768161416053772,0.0010000000474974513
0.254607617855072,0.12457480281591415,0.22416627407073975,0.1335008293390274,0.0010000000474974513
0.18413464725017548,0.1158936470746994,0.16340859234333038,0.12440681457519531,0.0010000000474974513
0.13039866089820862,0.11086699366569519,0.11931168287992477,0.1200411319732666,0.0010000000474974513
0.09338896721601486,0.11093112081289291,0.08961555361747742,0.11972387880086899,0.0010000000474974513
0.06673956662416458,0.10680278390645981,0.07042164355516434,0.12305731326341629,0.0010000000474974513
0.04896843805909157,0.10636787861585617,0.05918751657009125,0.12712368369102478,0.0010000000474974513
0.03805537894368172,0.10577799379825592,0.056374259293079376,0.1386943757534027,0.0010000000474974513
0.030177898705005646,0.10287005454301834,0.0445588119328022,0.12586860358715057,0.0010000000474974513
0.025381309911608696,0.10071969032287598,0.042995650321245193,0.13035644590854645,0.0010000000474974513
0.0225982666015625,0.09897303581237793,0.03826174885034561,0.12731069326400757,0.0010000000474974513
0.020451145246624947,0.09704911708831787,0.03907415643334389,0.1332264542579651,0.0010000000474974513
0.019565025344491005,0.09675798565149307,0.03817290440201759,0.1274067461490631,0.0010000000474974513
0.018382824957370758,0.0944913700222969,0.037021100521087646,0.1267002373933792,0.0010000000474974513
0.017710968852043152,0.09452646970748901,0.037046726793050766,0.1291901171207428,0.0010000000474974513
0.01737382262945175,0.09275651723146439,0.037294115871191025,0.13089871406555176,0.0010000000474974513
0.01662399247288704,0.09251753985881805,0.03516387194395065,0.12652258574962616,0.0010000000474974513
0.01638326235115528,0.09130056202411652,0.03699452430009842,0.13107983767986298,0.0010000000474974513
0.016027536243200302,0.0905769094824791,0.036173731088638306,0.12934118509292603,0.0010000000474974513
0.015732569620013237,0.08915070444345474,0.0355524979531765,0.12806794047355652,0.0010000000474974513
0.01573852263391018,0.09025444090366364,0.032347239553928375,0.11771681904792786,0.0010000000474974513
0.01512022502720356,0.08943596482276917,0.0346040241420269,0.12613217532634735,0.0010000000474974513
0.014565200544893742,0.08801393210887909,0.034386053681373596,0.12600867450237274,0.0010000000474974513
0.014819900505244732,0.08915302902460098,0.037584226578474045,0.1334281712770462,0.0010000000474974513
0.016229337081313133,0.08921711891889572,0.035459622740745544,0.12738251686096191,0.0010000000474974513
0.014495530165731907,0.08600223064422607,0.03514235466718674,0.1275830715894699,0.0010000000474974513
0.014688964001834393,0.08795450627803802,0.03572339192032814,0.12851881980895996,0.0010000000474974513
0.014137963764369488,0.08736564218997955,0.03212578594684601,0.12050946801900864,0.0010000000474974513
0.014561057090759277,0.08870851248502731,0.033702753484249115,0.12564130127429962,0.0010000000474974513
0.014112336561083794,0.08661780506372452,0.03337804973125458,0.12529991567134857,0.0010000000474974513
0.013747629709541798,0.08573225885629654,0.0336131677031517,0.12470529228448868,0.0010000000474974513
