loss,mae,val_loss,val_mae,learning_rate
0.35633978247642517,0.1701546609401703,0.28687143325805664,0.16062003374099731,0.0010000000474974513
0.2353641539812088,0.12986908853054047,0.20358620584011078,0.14741547405719757,0.0010000000474974513
0.16305099427700043,0.12216535210609436,0.13795937597751617,0.11675125360488892,0.0010000000474974513
0.11172104626893997,0.12024861574172974,0.09684135019779205,0.11480414867401123,0.0010000000474974513
0.07770627737045288,0.11611132323741913,0.07112322002649307,0.10911691933870316,0.0010000000474974513
0.055524714291095734,0.1144145056605339,0.05907308682799339,0.11268208920955658,0.0010000000474974513
0.04322674870491028,0.1168978363275528,0.043085671961307526,0.10911682993173599,0.0010000000474974513
0.03342997282743454,0.1128620132803917,0.04260261729359627,0.11518736928701401,0.0010000000474974513
0.029128316789865494,0.11375458538532257,0.03655633702874184,0.11037851870059967,0.0010000000474974513
0.026389071717858315,0.11170338094234467,0.03726501762866974,0.1133081316947937,0.0010000000474974513
0.024778757244348526,0.11105605214834213,0.03735336661338806,0.11534811556339264,0.0010000000474974513
0.02424914762377739,0.11217813193798065,0.035863976925611496,0.11338552832603455,0.0010000000474974513
0.023285087198019028,0.11008664220571518,0.035933349281549454,0.1142260879278183,0.0010000000474974513
0.023254450410604477,0.11031124740839005,0.034643251448869705,0.11322186887264252,0.0010000000474974513
0.02274245396256447,0.10842140763998032,0.036943644285202026,0.11746632307767868,0.0010000000474974513
0.022427285090088844,0.10817006975412369,0.03565230965614319,0.11608044058084488,0.0010000000474974513
0.02203339710831642,0.10842812061309814,0.03456195816397667,0.11679653823375702,0.0010000000474974513
0.0221222173422575,0.10905037075281143,0.034409090876579285,0.11662566661834717,0.0010000000474974513
0.021849961951375008,0.10690566152334213,0.03511756658554077,0.117230623960495,0.0010000000474974513
0.021569518372416496,0.10635960847139359,0.035578653216362,0.12046739459037781,0.0010000000474974513
0.02148241549730301,0.10622875392436981,0.03519263491034508,0.1193157508969307,0.0010000000474974513
0.020639734342694283,0.10512974113225937,0.036691814661026,0.12199147790670395,0.0010000000474974513
0.020904866978526115,0.10552185028791428,0.03464677557349205,0.1206834614276886,0.0010000000474974513
0.020329220220446587,0.10443856567144394,0.037380658090114594,0.12344397604465485,0.0010000000474974513
0.020236786454916,0.10526834428310394,0.03565474599599838,0.12234099209308624,0.0010000000474974513
0.020109213888645172,0.10497567057609558,0.0340779609978199,0.12048504501581192,0.0010000000474974513
0.019467798992991447,0.10215701162815094,0.03457808867096901,0.121695376932621,0.0010000000474974513
0.01966017484664917,0.1034492552280426,0.03500457480549812,0.1207871064543724,0.0010000000474974513
0.019838571548461914,0.10446181893348694,0.03602711856365204,0.12235459685325623,0.0010000000474974513
0.01984393037855625,0.1028132513165474,0.035038258880376816,0.11926177144050598,0.0010000000474974513
0.02050136588513851,0.10465963184833527,0.03617141768336296,0.12359791249036789,0.0010000000474974513
0.019535398110747337,0.10414490848779678,0.03672868013381958,0.12209354341030121,0.0010000000474974513
0.01911531575024128,0.10125883668661118,0.03771771490573883,0.1252516657114029,0.0010000000474974513
0.01896856166422367,0.10130273550748825,0.03466997295618057,0.12299449741840363,0.0010000000474974513
0.017907429486513138,0.10008873045444489,0.034678149968385696,0.1291104406118393,0.0005000000237487257
0.01744772493839264,0.09828991442918777,0.03549009934067726,0.13103710114955902,0.0005000000237487257
0.01777644082903862,0.09906552731990814,0.03462151437997818,0.12846845388412476,0.0005000000237487257
0.017360251396894455,0.09818224608898163,0.035061780363321304,0.12997044622898102,0.0005000000237487257
0.017506202682852745,0.09891723096370697,0.035135939717292786,0.13085126876831055,0.0005000000237487257
0.017447318881750107,0.09829087555408478,0.03518619388341904,0.1316899061203003,0.0005000000237487257
0.017259592190384865,0.09849221259355545,0.03490442410111427,0.1309073269367218,0.0005000000237487257
0.01752718910574913,0.09868823736906052,0.03577212616801262,0.13274899125099182,0.0005000000237487257
0.016598252579569817,0.09699226915836334,0.03432578220963478,0.13088299334049225,0.0002500000118743628
0.016900556161999702,0.09802333265542984,0.0344378687441349,0.1322842687368393,0.0002500000118743628
0.01659674383699894,0.09722042083740234,0.03556516766548157,0.1338154375553131,0.0002500000118743628
0.017042914405465126,0.09777186065912247,0.03363655135035515,0.1303643137216568,0.0002500000118743628
0.01665147952735424,0.09750345349311829,0.03406066447496414,0.13056525588035583,0.0002500000118743628
0.016783392056822777,0.09784391522407532,0.033781956881284714,0.13072220981121063,0.0002500000118743628
0.016312403604388237,0.09632062166929245,0.033830903470516205,0.13069133460521698,0.0002500000118743628
0.01642376370728016,0.09562993049621582,0.033373650163412094,0.12932586669921875,0.0002500000118743628
