ClusterID,TestRMSE,TestMAE,TestLoss,TrainRMSE
1,0.38020460871480344,0.05128886178135872,0.004018199164420366,0.5349779432423382
2,0.2759487009917163,0.07534563541412354,0.00906524620950222,0.3075166605194347
3,4.197816402956044,0.1099090501666069,0.027355900034308434,2.6370158728743722
