loss,mae,val_loss,val_mae
0.33509474992752075,0.4852531850337982,0.05062863975763321,0.17708374559879303
0.042221151292324066,0.17159700393676758,0.07797172665596008,0.24278785288333893
0.03874525800347328,0.152205228805542,0.06391545385122299,0.1917663961648941
0.03205101937055588,0.149044007062912,0.0592694915831089,0.19795212149620056
0.029414208605885506,0.1334008425474167,0.05700249597430229,0.18815378844738007
0.029332587495446205,0.14024659991264343,0.0550227090716362,0.18651114404201508
0.02578337863087654,0.12493662536144257,0.05321583151817322,0.18244296312332153
0.026680275797843933,0.13122765719890594,0.05104577913880348,0.17845265567302704
0.024765143170952797,0.12181439250707626,0.047872964292764664,0.17259280383586884
0.02668420597910881,0.13132399320602417,0.046570006757974625,0.16979128122329712
0.02537575177848339,0.12389177083969116,0.04581813886761665,0.1688767820596695
0.024600302800536156,0.11824364215135574,0.04193158820271492,0.1616683006286621
0.024524502456188202,0.11976711452007294,0.04080664739012718,0.16506057977676392
0.025078678503632545,0.12445920705795288,0.04442137852311134,0.1747497022151947
0.02317705564200878,0.11488746106624603,0.03470954671502113,0.14511598646640778
0.01975943334400654,0.10504437237977982,0.031323838979005814,0.14322762191295624
0.021542856469750404,0.11256872862577438,0.04124430939555168,0.17091524600982666
0.026486210525035858,0.1263478696346283,0.042085159569978714,0.17275190353393555
0.020429149270057678,0.10364670306444168,0.02670244686305523,0.13026933372020721
0.01687774434685707,0.09598903357982635,0.030266813933849335,0.14530350267887115
0.01872788369655609,0.10086595267057419,0.03604460507631302,0.15858502686023712
0.019230088219046593,0.1005830317735672,0.038866933435201645,0.16293849050998688
0.017674757167696953,0.09420035034418106,0.03664155304431915,0.15740129351615906
0.016077406704425812,0.08943198621273041,0.030009325593709946,0.14014053344726562
0.012440037913620472,0.07587149739265442,0.02948492392897606,0.13692916929721832
0.015351866371929646,0.08416082710027695,0.03466600552201271,0.151520237326622
0.016856517642736435,0.09308221191167831,0.03938939422369003,0.16353780031204224
0.017111195251345634,0.09480303525924683,0.026317333802580833,0.13201357424259186
0.012722804211080074,0.07782839983701706,0.028067944571375847,0.134634867310524
0.01349059771746397,0.08059076964855194,0.03171250969171524,0.14462734758853912
0.014009421691298485,0.08520756661891937,0.027139905840158463,0.1339111030101776
0.012912631966173649,0.07789372652769089,0.02523406781256199,0.1307596117258072
0.01127798855304718,0.07240522652864456,0.023481007665395737,0.12522147595882416
0.012164535000920296,0.07532592117786407,0.02658480405807495,0.13332810997962952
0.013171831145882607,0.07879636436700821,0.026385264471173286,0.13207365572452545
0.012638911604881287,0.07616975903511047,0.022290805354714394,0.12194489687681198
0.010971549898386002,0.07459887117147446,0.022337131202220917,0.12169361114501953
0.011679720133543015,0.07614970952272415,0.023387709632515907,0.12457065284252167
0.012979262508451939,0.0813756138086319,0.023016909137368202,0.12368735671043396
0.01127243135124445,0.07486746460199356,0.020671723410487175,0.1169995367527008
0.010240571573376656,0.06929247826337814,0.020882505923509598,0.11741273105144501
0.011701419949531555,0.07109542191028595,0.02168167382478714,0.12000475078821182
0.011948381550610065,0.07776658982038498,0.021142415702342987,0.11776786297559738
0.01134358998388052,0.07198525965213776,0.02230413444340229,0.12176574021577835
0.01052169781178236,0.07237807661294937,0.019569121301174164,0.11353406310081482
0.009372304193675518,0.06505896896123886,0.021127797663211823,0.11933515220880508
0.0126725435256958,0.07690021395683289,0.02647506073117256,0.1340370625257492
0.013604612089693546,0.08250932395458221,0.019933417439460754,0.11333610117435455
0.01011332031339407,0.07326100021600723,0.018792567774653435,0.10695601254701614
0.009435698390007019,0.06699329614639282,0.020280474796891212,0.11010660231113434
